Time(ms),AccX,AccY,AccZ,ADC,GyroX,GyroY,GyroZ
704107,-192,284,17364,794,-407,14,-644
704206,-220,476,17316,796,-404,121,-719
704215,-200,400,17672,797,-427,114,-709
704224,-400,596,17608,794,-410,56,-734
704233,-368,616,17624,796,-368,46,-729
704242,-564,340,17448,798,-457,67,-711
704251,-500,616,17452,796,-426,24,-753
704260,-404,616,17460,798,-377,17,-749
704269,-484,452,17512,797,-446,37,-710
704278,-416,640,17316,798,-464,-4,-739
704287,-284,344,17532,795,-378,-92,-764
704386,-52,352,17576,796,-446,-208,-808
704395,-132,504,17212,793,-473,-173,-777
704404,-172,404,17376,797,-513,-186,-777
704413,-148,432,17484,794,-474,-237,-801
704422,-136,564,17320,797,-451,-177,-786
704431,-220,364,17492,796,-492,-149,-777
704440,-84,516,17296,796,-467,-186,-775
704449,-52,408,17268,800,-418,-202,-769
704458,32,332,17340,798,-496,-136,-740
704467,-76,324,17224,807,-489,-156,-742
704566,-72,408,17288,805,-447,62,-738
704575,24,364,17380,805,-521,115,-731
704584,0,480,17308,805,-437,98,-742
704593,-80,328,17348,805,-424,152,-735
704602,-188,612,17432,794,-489,242,-689
704611,-308,496,17328,795,-454,222,-689
704620,-264,376,17412,791,-465,191,-676
704629,-188,436,17268,796,-447,266,-653
704638,-100,268,17336,797,-509,301,-675
704647,-112,400,17248,796,-465,242,-683
704746,-52,396,17504,794,-365,268,-573
704755,8,432,17384,794,-412,248,-584
704764,-356,192,17672,794,-423,215,-574
704773,-612,28,17704,793,-449,181,-551
704782,-280,656,17572,797,-455,175,-526
704791,-296,284,17716,798,-465,167,-521
704800,-220,344,17252,799,-455,129,-510
704809,-128,280,17548,796,-431,57,-565
704818,-76,332,17272,795,-467,98,-534
704827,-148,532,17528,793,-451,41,-534
704926,-160,616,17480,799,-462,-41,-507
704935,-288,836,17396,793,-378,-84,-512
704944,-272,416,17520,800,-423,-79,-490
704953,-264,976,17312,795,-463,-61,-436
